"Driver","Team","Car","RL1","RL2","RL3","RL4","RL5","Chances","1st","2nd","3rd","Points","Total Races","Total Podiums","Chance per Race","Points Average"
"","","","1","","","","","1","1","","","","1","1","0","0"
